Customer ID,Gender,Age,Senior Citizen,Married,Dependents,City,State,Tenure in Months,Tenure Bucket,Contract,Internet Type,Payment Method,Monthly Charge,Total Charges,Total Revenue,Satisfaction Score,Churn Score,CLTV,Churned,Churn Label,Churn Category,Churn Reason,At Risk Flag
8295-KMENE,Female,33,No,Yes,Yes,Newhall,California,59,49-72,Two Year,DSL,Credit Card,76.45,4519.5,5272.21,4,27,5978,0,No,,,Normal
6738-ISCBM,Male,55,No,No,No,Northridge,California,44,25-48,One Year,Cable,Bank Withdrawal,54.0,2440.25,2434.78,3,36,4256,0,No,,,Normal
9821-BESNZ,Male,43,No,No,No,Northridge,California,66,49-72,One Year,Fiber Optic,Bank Withdrawal,104.25,6860.6,8995.92,4,42,4915,0,No,,,Normal
3678-MNGZX,Male,45,No,Yes,Yes,Porter Ranch,California,68,49-72,Two Year,,Bank Withdrawal,19.95,1377.7,3789.24,3,53,4165,0,No,,,Normal
1335-NTIUC,Male,61,No,No,No,Pacoima,California,9,0-12,Month-to-Month,DSL,Bank Withdrawal,24.95,190.25,190.25,5,24,5473,0,No,,,Normal
2916-BQZLN,Male,29,No,No,No,Reseda,California,19,13-24,Month-to-Month,Fiber Optic,Bank Withdrawal,84.75,1651.95,1819.55,4,24,5157,0,No,,,Normal
4558-CGYCZ,Male,20,No,No,No,San Fernando,California,4,0-12,Month-to-Month,,Credit Card,19.75,78.3,246.06,3,25,4987,0,No,,,Normal
2368-GAKKQ,Female,28,No,No,No,Sylmar,California,70,49-72,Two Year,Fiber Optic,Bank Withdrawal,113.65,7939.25,9151.65,4,75,6424,0,No,,,High Risk
3199-XGZCY,Female,51,No,No,No,Granada Hills,California,8,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,75.25,576.7,727.26,4,74,2332,0,No,,,Normal
3785-KTYSH,Male,24,No,No,No,Mission Hills,California,53,49-72,Two Year,,Credit Card,24.6,1279.0,3051.8,5,44,4610,0,No,,,Normal
4063-EIKNQ,Male,33,No,Yes,Yes,Canyon Country,California,11,0-12,Month-to-Month,,Bank Withdrawal,20.95,267.35,422.21,3,31,4075,0,No,,,Normal
6993-YCOBK,Male,48,No,Yes,Yes,Sun Valley,California,60,49-72,Two Year,Fiber Optic,Bank Withdrawal,110.6,6586.85,9052.07,3,22,5756,0,No,,,Normal
5206-HPJKM,Male,64,No,No,No,Valencia,California,17,13-24,Month-to-Month,DSL,Credit Card,55.5,934.15,1506.71,4,38,3190,0,No,,,Normal
6036-TTFYU,Female,48,No,Yes,No,Thousand Oaks,California,16,13-24,Month-to-Month,,Credit Card,19.6,314.45,1037.38,3,79,4298,0,No,,,Normal
2550-AEVRU,Female,33,No,Yes,Yes,Woodland Hills,California,57,49-72,One Year,DSL,Bank Withdrawal,53.45,3053.0,4022.57,3,21,5660,0,No,,,Normal
0969-RGKCU,Male,31,No,Yes,Yes,Woodland Hills,California,37,25-48,One Year,,Credit Card,19.8,677.05,2264.0,4,24,5137,0,No,,,Normal
0378-CJKPV,Female,56,No,Yes,No,Oak Park,California,72,49-72,Two Year,Fiber Optic,Credit Card,112.1,7965.95,8275.39,4,62,4272,0,No,,,Normal
1703-MGIAB,Female,53,No,No,No,Van Nuys,California,17,13-24,Month-to-Month,DSL,Credit Card,69.0,1108.0,1167.66,5,22,4439,0,No,,,Normal
4311-QTTAI,Female,63,No,No,No,Van Nuys,California,16,13-24,One Year,,Credit Card,19.35,295.55,950.75,5,22,2017,0,No,,,Normal
4318-RAJVY,Female,57,No,No,No,Encino,California,10,0-12,One Year,,Credit Card,19.8,198.25,226.65,3,34,5270,0,No,,,Normal
3612-YUNGG,Male,53,No,Yes,Yes,Burbank,California,64,49-72,Two Year,Fiber Optic,Credit Card,109.2,6741.15,7602.57,4,34,5543,0,No,,,Normal
5062-CJJKH,Male,63,No,Yes,Yes,Burbank,California,25,25-48,One Year,DSL,Credit Card,53.65,1355.45,2259.7,5,25,5854,0,No,,,Normal
9028-LIHRP,Male,22,No,Yes,Yes,Burbank,California,71,49-72,Two Year,Fiber Optic,Credit Card,100.2,7209.0,9600.99,3,55,5502,0,No,,,Normal
1053-MXTTK,Female,63,No,Yes,Yes,North Hollywood,California,72,49-72,Two Year,Fiber Optic,Bank Withdrawal,108.65,7726.35,8767.470000000001,4,48,5730,0,No,,,Normal
1530-ZTDOZ,Female,57,No,Yes,No,Studio City,California,49,49-72,Month-to-Month,Cable,Bank Withdrawal,40.65,2070.75,2070.75,4,29,5565,0,No,,,Normal
1301-LOPVR,Male,62,No,Yes,Yes,North Hollywood,California,29,25-48,One Year,DSL,Credit Card,55.35,1636.95,1636.95,3,70,5138,0,No,,,Normal
0853-TWRVK,Male,59,No,Yes,No,North Hollywood,California,72,49-72,Two Year,Fiber Optic,Bank Withdrawal,105.6,7581.5,8024.3,3,48,5981,0,No,,,Normal
6212-ATMLK,Female,42,No,No,No,Rancho Cucamonga,California,50,49-72,Month-to-Month,Fiber Optic,Bank Withdrawal,95.7,4729.75,7326.75,4,44,4164,0,No,,,Normal
8200-LGKSR,Male,47,No,Yes,No,Azusa,California,71,49-72,Two Year,DSL,Bank Withdrawal,83.2,6126.1,8617.490000000002,3,73,5350,0,No,,,High Risk
0670-ANMUU,Male,47,No,No,No,Chino Hills,California,71,49-72,One Year,Fiber Optic,Credit Card,97.65,6687.85,7864.320000000001,3,37,5319,0,No,,,Normal
6897-RWMUB,Male,23,No,Yes,Yes,Chino,California,61,49-72,Two Year,DSL,Bank Withdrawal,68.05,4158.25,6739.16,4,78,4436,0,No,,,Normal
6999-CHVCF,Male,40,No,No,No,Covina,California,68,49-72,Two Year,Fiber Optic,Bank Withdrawal,102.1,7149.35,10509.91,3,62,5228,0,No,,,Normal
6134-KWTBV,Male,43,No,No,No,Covina,California,62,49-72,Two Year,,Bank Withdrawal,23.4,1429.65,4463.31,4,67,5822,0,No,,,Normal
1077-HUUJM,Female,48,No,No,Yes,Rancho Cucamonga,California,7,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,71.05,472.65,682.15,5,49,4668,0,No,,,Normal
0895-LNKRC,Male,53,No,Yes,Yes,El Monte,California,6,0-12,One Year,,Credit Card,19.45,113.5,122.92,4,43,3461,0,No,,,Normal
8417-GSODA,Male,37,No,Yes,Yes,Rancho Cucamonga,California,28,25-48,One Year,Fiber Optic,Bank Withdrawal,92.2,2568.15,2937.4700000000003,4,26,5116,0,No,,,Normal
5171-EPLKN,Male,27,No,No,No,Rancho Cucamonga,California,27,25-48,Two Year,,Credit Card,19.85,470.0,1756.55,4,58,2176,0,No,,,Normal
4452-QIIEB,Male,41,No,No,No,Glendora,California,7,0-12,Month-to-Month,DSL,Credit Card,43.9,278.4,488.68,5,75,3565,0,No,,,Normal
7820-ZYGNY,Male,33,No,No,No,La Puente,California,63,49-72,One Year,Fiber Optic,Credit Card,90.45,5825.5,6505.73,3,23,4616,0,No,,,Normal
9677-AVKED,Female,55,No,No,Yes,La Verne,California,53,49-72,One Year,Cable,Bank Withdrawal,84.6,4449.75,5220.37,5,60,4733,0,No,,,Normal
2227-JRSJX,Female,22,No,No,No,Monterey Park,California,21,13-24,Month-to-Month,Fiber Optic,Bank Withdrawal,99.15,1956.4,2084.92,3,36,5324,0,No,,,Normal
9847-HNVGP,Male,23,No,No,No,Monterey Park,California,17,13-24,One Year,,Credit Card,19.95,310.6,751.07,5,76,2221,0,No,,,Normal
6696-YDAYZ,Male,30,No,Yes,Yes,Mt Baldy,California,16,13-24,Two Year,,Credit Card,20.5,290.55,726.39,3,52,2856,0,No,,,Normal
8980-WQFWL,Female,61,No,No,No,Ontario,California,35,25-48,Month-to-Month,DSL,Bank Withdrawal,62.1,2096.1,2171.35,4,65,5315,0,No,,,Normal
6506-EYCNH,Female,27,No,Yes,Yes,Montclair,California,28,25-48,Month-to-Month,,Bank Withdrawal,19.55,543.8,987.6,4,41,3948,0,No,,,Normal
9501-UKKNL,Male,43,No,No,No,Diamond Bar,California,59,49-72,Month-to-Month,DSL,Bank Withdrawal,51.7,3005.8,3005.8,3,30,6107,0,No,,,Normal
2560-QTSBS,Female,26,No,Yes,Yes,Pomona,California,72,49-72,One Year,,Bank Withdrawal,23.3,1623.15,2929.23,5,30,4152,0,No,,,Normal
4795-WRNVT,Female,32,No,No,No,Pomona,California,40,25-48,Month-to-Month,DSL,Credit Card,65.1,2586.0,3048.4,3,54,3885,0,No,,,Normal
6080-TCMYC,Male,55,No,Yes,Yes,Rosemead,California,40,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,81.2,3292.3,3433.1000000000004,3,61,5370,0,No,,,Normal
7860-UXCRM,Male,22,No,Yes,Yes,San Gabriel,California,63,49-72,Two Year,DSL,Credit Card,74.5,4674.55,7331.26,4,52,6382,0,No,,,Normal
2292-XQWSV,Male,19,No,Yes,Yes,Temple City,California,40,25-48,One Year,DSL,Credit Card,60.3,2448.5,2448.5,4,28,3724,0,No,,,Normal
9552-TGUZV,Male,57,No,Yes,No,Upland,California,8,0-12,Month-to-Month,Fiber Optic,Credit Card,75.0,658.1,823.46,3,80,5413,0,No,,,High Risk
9643-YBLUR,Male,27,No,Yes,No,West Covina,California,9,0-12,Month-to-Month,Cable,Credit Card,69.05,653.95,888.22,4,60,2907,0,No,,,Normal
8734-FNWVH,Male,21,No,Yes,Yes,West Covina,California,31,25-48,Month-to-Month,DSL,Bank Withdrawal,59.7,1825.5,2776.27,5,20,2425,0,No,,,Normal
9447-YPTBX,Female,30,No,Yes,No,Alhambra,California,50,49-72,One Year,,Bank Withdrawal,19.85,943.1,2348.1,5,39,4358,0,No,,,Normal
9026-LHEVG,Female,45,No,No,No,Boulevard,California,9,0-12,Month-to-Month,DSL,Bank Withdrawal,40.75,359.4,379.4,4,24,2973,0,No,,,Normal
7011-CVEUC,Male,51,No,Yes,No,Chula Vista,California,25,25-48,Month-to-Month,Fiber Optic,Credit Card,95.7,2338.35,2433.6,5,34,4535,0,No,,,Normal
7925-PNRGI,Female,51,No,Yes,Yes,Chula Vista,California,45,25-48,Month-to-Month,DSL,Credit Card,81.3,3541.1,4000.55,3,77,3111,0,No,,,Normal
1552-CZCLL,Female,31,No,Yes,Yes,Descanso,California,55,49-72,Month-to-Month,,Credit Card,20.0,1087.25,2808.75,4,53,4277,0,No,,,Normal
3038-PQIUY,Female,39,No,No,No,Dulzura,California,38,25-48,Month-to-Month,DSL,Bank Withdrawal,66.15,2522.4,3287.7200000000003,4,78,4933,0,No,,,Normal
9313-CDOGY,Male,40,No,Yes,Yes,Imperial Beach,California,38,25-48,Month-to-Month,,Bank Withdrawal,19.6,717.3,1635.38,3,34,3854,0,No,,,Normal
8148-BPLZQ,Male,34,No,No,No,Jacumba,California,34,25-48,Month-to-Month,Cable,Bank Withdrawal,49.8,1734.2,1970.46,4,47,2711,0,No,,,Normal
2623-DRYAM,Female,19,No,Yes,No,Jamul,California,70,49-72,One Year,Fiber Optic,Bank Withdrawal,101.75,7069.3,8460.9,3,47,5596,0,No,,,Normal
9987-LUTYD,Female,20,No,No,No,La Mesa,California,13,13-24,One Year,DSL,Credit Card,55.15,742.9,1349.74,4,59,3161,0,No,,,Normal
4488-KQFDT,Female,21,No,No,No,Lemon Grove,California,61,49-72,One Year,Fiber Optic,Bank Withdrawal,103.95,6423.0,7364.84,4,59,4148,0,No,,,Normal
5693-PIPCS,Male,29,No,No,No,National City,California,41,25-48,Two Year,Fiber Optic,Credit Card,99.65,4220.35,5107.59,5,66,2640,0,No,,,Normal
0491-KAPQG,Male,28,No,No,No,Pine Valley,California,21,13-24,Month-to-Month,Fiber Optic,Bank Withdrawal,73.7,1558.7,2158.04,5,39,2071,0,No,,,Normal
8039-EQPIM,Male,22,No,Yes,No,Spring Valley,California,69,49-72,Two Year,DSL,Bank Withdrawal,60.25,4055.5,4175.5,3,44,5717,0,No,,,Normal
3209-ZPKFI,Male,28,No,Yes,Yes,Borrego Springs,California,47,25-48,Month-to-Month,DSL,Bank Withdrawal,54.25,2538.2,4382.95,5,71,2320,0,No,,,Normal
6479-VDGRK,Female,46,No,Yes,Yes,Cardiff By The Sea,California,72,49-72,Two Year,Cable,Bank Withdrawal,85.3,6129.2,8730.56,3,28,4456,0,No,,,Normal
3569-JFODW,Female,20,No,Yes,Yes,Del Mar,California,72,49-72,Two Year,DSL,Credit Card,90.95,6652.45,9939.97,3,66,5096,0,No,,,Normal
1591-XWLGB,Female,44,No,Yes,No,El Cajon,California,71,49-72,Two Year,,Credit Card,19.85,1379.6,2686.71,4,56,4121,0,No,,,Normal
0396-UKGAI,Male,25,No,No,Yes,Encinitas,California,23,13-24,Month-to-Month,DSL,Bank Withdrawal,55.3,1284.2,1320.54,4,65,4028,0,No,,,Normal
3243-ZHOHY,Female,35,No,No,No,Escondido,California,16,13-24,One Year,,Credit Card,20.1,296.15,626.55,3,72,5052,0,No,,,High Risk
5186-EJEGL,Male,24,No,No,No,Escondido,California,9,0-12,Month-to-Month,DSL,Credit Card,69.5,653.25,963.12,3,72,3628,0,No,,,Normal
7527-QNRUS,Male,33,No,Yes,Yes,Escondido,California,17,13-24,Two Year,,Credit Card,25.15,412.6,1181.68,3,33,3931,0,No,,,Normal
2203-GHNWN,Female,24,No,Yes,No,Julian,California,24,13-24,Month-to-Month,Fiber Optic,Credit Card,79.65,1928.7,3007.02,4,72,3816,0,No,,,Normal
5296-PSYVW,Female,41,No,Yes,No,Oceanside,California,72,49-72,Two Year,,Bank Withdrawal,24.55,1750.7,2397.26,4,52,4169,0,No,,,Normal
6319-QSUSR,Female,57,No,No,Yes,Oceanside,California,11,0-12,Month-to-Month,,Credit Card,19.7,216.2,709.88,4,67,3838,0,No,,,Normal
0487-CRLZF,Female,58,No,No,No,Poway,California,49,49-72,Two Year,DSL,Bank Withdrawal,74.45,3721.9,4089.89,5,60,4517,0,No,,,Normal
9451-WLYRI,Female,50,No,Yes,No,Ranchita,California,53,49-72,One Year,,Credit Card,19.05,990.45,3441.17,5,74,6160,0,No,,,High Risk
8219-VYBVI,Male,52,No,No,Yes,Rancho Santa Fe,California,39,25-48,Two Year,,Credit Card,25.0,1004.35,2952.4,4,55,4295,0,No,,,Normal
1991-VOPLL,Female,45,No,No,No,San Marcos,California,9,0-12,Month-to-Month,,Credit Card,19.05,157.65,439.17,4,61,3248,0,No,,,Normal
9738-QLWTP,Male,47,No,No,No,Santa Ysabel,California,39,25-48,One Year,Fiber Optic,Bank Withdrawal,81.9,3219.75,4589.82,4,46,3446,0,No,,,Normal
9419-IPPBE,Female,21,No,Yes,Yes,Solana Beach,California,51,49-72,One Year,Fiber Optic,Bank Withdrawal,90.15,4554.85,5569.75,3,22,5692,0,No,,,Normal
0174-QRVVY,Male,21,No,Yes,Yes,San Marcos,California,71,49-72,Two Year,,Credit Card,25.35,1847.55,2500.75,5,68,5747,0,No,,,Normal
8106-GWQOK,Male,47,No,Yes,No,Warner Springs,California,38,25-48,Two Year,Cable,Bank Withdrawal,60.0,2193.2,2193.2,3,42,2187,0,No,,,Normal
8751-EDEKA,Female,56,No,Yes,No,Rancho Santa Fe,California,28,25-48,Month-to-Month,Fiber Optic,Credit Card,89.9,2433.5,3360.02,4,55,3676,0,No,,,Normal
6878-GGDWG,Female,57,No,Yes,No,San Diego,California,32,25-48,Month-to-Month,,Bank Withdrawal,19.4,641.15,1036.35,4,31,3846,0,No,,,Normal
8450-LUGUK,Female,40,No,Yes,Yes,San Diego,California,37,25-48,Two Year,,Bank Withdrawal,24.1,861.85,2515.01,4,36,3753,0,No,,,Normal
3604-WLABM,Female,41,No,No,No,San Diego,California,10,0-12,Month-to-Month,DSL,Bank Withdrawal,54.25,583.0,712.6,4,43,2253,0,No,,,Normal
0795-GMVQO,Male,36,No,Yes,No,San Diego,California,67,49-72,One Year,Fiber Optic,Credit Card,109.9,7332.4,8882.11,4,26,5416,0,No,,,Normal
2259-OUUSZ,Male,28,No,No,No,San Diego,California,7,0-12,One Year,DSL,Credit Card,35.5,249.55,249.55,3,48,5124,0,No,,,Normal
1142-IHLOO,Female,36,No,No,No,San Diego,California,51,49-72,One Year,Fiber Optic,Credit Card,87.55,4475.9,5208.77,4,57,6021,0,No,,,Normal
4633-MKHYU,Female,23,No,No,No,San Diego,California,9,0-12,Month-to-Month,Fiber Optic,Credit Card,88.4,788.6,1107.65,5,32,2952,0,No,,,Normal
6257-RJOHI,Male,58,No,No,No,San Diego,California,4,0-12,Month-to-Month,DSL,Credit Card,50.8,202.3,209.82,5,47,4521,0,No,,,Normal
1545-JFUML,Male,50,No,Yes,No,San Diego,California,71,49-72,Two Year,Fiber Optic,Bank Withdrawal,99.0,6994.6,10162.86,3,31,5295,0,No,,,Normal
1353-GHZOS,Male,22,No,Yes,No,San Diego,California,22,13-24,One Year,DSL,Bank Withdrawal,59.75,1374.35,1507.01,3,31,3947,0,No,,,Normal
2587-EKXTS,Male,48,No,No,No,San Diego,California,44,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,111.5,4915.15,6870.95,4,26,2827,0,No,,,Normal
5442-BXVND,Female,49,No,Yes,Yes,San Diego,California,33,25-48,Month-to-Month,,Bank Withdrawal,24.25,838.5,1167.51,5,73,5531,0,No,,,High Risk
2364-UFROM,Male,47,No,No,No,San Diego,California,30,25-48,One Year,Cable,Bank Withdrawal,70.4,2044.75,3017.05,3,68,3380,0,No,,,Normal
6473-ULUHT,Male,22,No,Yes,Yes,San Diego,California,16,13-24,Month-to-Month,DSL,Bank Withdrawal,84.9,1398.25,1544.81,3,43,2269,0,No,,,Normal
7688-AWMDX,Male,21,No,Yes,No,San Diego,California,71,49-72,Two Year,DSL,Bank Withdrawal,54.5,3778.2,7208.92,3,57,4957,0,No,,,Normal
2842-BCQGE,Male,39,No,No,No,San Diego,California,43,25-48,Month-to-Month,Fiber Optic,Credit Card,75.35,3161.4,4006.78,5,33,4898,0,No,,,Normal
7244-QWYHG,Male,20,No,Yes,No,San Diego,California,50,49-72,One Year,DSL,Bank Withdrawal,44.45,2188.45,2188.45,4,54,5363,0,No,,,Normal
5312-UXESG,Female,43,No,No,No,Indio,California,41,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,98.05,3990.6,5187.389999999999,4,58,5614,0,No,,,Normal
2150-WLKUW,Female,27,No,Yes,No,Banning,California,40,25-48,One Year,DSL,Bank Withdrawal,63.9,2635.0,4319.0,3,41,2654,0,No,,,Normal
7032-LMBHI,Female,42,No,No,No,Blythe,California,37,25-48,One Year,Cable,Bank Withdrawal,64.65,2347.85,3723.51,3,45,5255,0,No,,,Normal
6088-BXMRG,Female,59,No,Yes,Yes,Cabazon,California,32,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,98.85,3089.6,3858.88,4,25,3149,0,No,,,Normal
4821-SJHJV,Female,25,No,Yes,Yes,Calipatria,California,32,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,89.6,2901.8,4453.4800000000005,4,54,4444,0,No,,,Normal
7346-MEDWM,Female,48,No,No,No,Cathedral City,California,59,49-72,Month-to-Month,Fiber Optic,Bank Withdrawal,83.25,4949.1,6791.67,3,32,4094,0,No,,,Normal
1137-DGOWI,Female,53,No,Yes,No,Coachella,California,30,25-48,One Year,DSL,Bank Withdrawal,70.25,2198.9,2718.8,4,66,5417,0,No,,,Normal
3812-LRZIR,Female,51,No,Yes,Yes,Desert Hot Springs,California,27,25-48,Two Year,,Bank Withdrawal,24.5,761.95,1720.9900000000002,3,67,2645,0,No,,,Normal
9483-GCPWE,Male,60,No,No,Yes,Earp,California,9,0-12,One Year,,Credit Card,20.1,190.25,436.31,4,20,3444,0,No,,,Normal
4227-OJHAL,Female,47,No,Yes,Yes,El Centro,California,68,49-72,One Year,DSL,Credit Card,73.0,5163.0,6533.2,4,67,4156,0,No,,,Normal
9220-CXRSC,Female,56,No,Yes,Yes,Heber,California,69,49-72,Two Year,DSL,Credit Card,61.4,4059.85,6755.68,3,80,5266,0,No,,,High Risk
4993-JCRGJ,Male,62,No,No,No,Holtville,California,26,25-48,Month-to-Month,Fiber Optic,Credit Card,84.3,2281.6,3261.54,5,66,5471,0,No,,,Normal
9537-JALFH,Male,49,No,Yes,Yes,Imperial,California,69,49-72,Two Year,,Bank Withdrawal,19.9,1356.7,3301.8100000000004,3,54,6058,0,No,,,Normal
6698-OXETB,Male,60,No,No,No,Joshua Tree,California,11,0-12,Two Year,,Credit Card,20.4,231.45,779.25,4,51,5397,0,No,,,Normal
3724-BSCVH,Male,37,No,Yes,Yes,Mecca,California,10,0-12,One Year,,Credit Card,20.45,242.4,618.3000000000001,4,54,4613,0,No,,,Normal
4877-TSOFF,Female,41,No,Yes,Yes,Morongo Valley,California,55,49-72,One Year,DSL,Bank Withdrawal,75.75,4264.25,5153.05,3,51,4489,0,No,,,Normal
9209-NWPGU,Male,42,No,No,No,Niland,California,44,25-48,One Year,Cable,Bank Withdrawal,65.4,2774.55,4313.67,3,76,5827,0,No,,,High Risk
7306-YDSOI,Male,32,No,Yes,Yes,Ocotillo,California,69,49-72,Two Year,DSL,Bank Withdrawal,59.75,4069.9,7478.5,3,39,4665,0,No,,,Normal
0655-YDGFJ,Male,34,No,No,No,Palm Springs,California,29,25-48,Month-to-Month,DSL,Bank Withdrawal,48.95,1323.7,1615.44,3,66,4825,0,No,,,Normal
8468-EHYJA,Female,32,No,Yes,No,Palo Verde,California,57,49-72,Month-to-Month,Fiber Optic,Bank Withdrawal,99.65,5497.05,6191.88,4,42,5106,0,No,,,Normal
6823-SIDFQ,Male,58,No,No,No,Parker Dam,California,28,25-48,One Year,,Credit Card,18.25,534.7,1665.62,4,67,5327,0,No,,,Normal
1097-FSPVW,Female,42,No,No,No,Pioneertown,California,42,25-48,Month-to-Month,DSL,Credit Card,54.55,2455.05,3805.77,3,72,5387,0,No,,,High Risk
8328-SKJNO,Male,61,No,No,Yes,Seeley,California,23,13-24,One Year,DSL,Bank Withdrawal,40.65,947.4,947.4,3,43,5230,0,No,,,Normal
7010-ZMVBF,Female,39,No,Yes,Yes,Thermal,California,18,13-24,Month-to-Month,,Credit Card,20.45,357.0,619.8,4,71,2047,0,No,,,Normal
5201-CBWYG,Male,60,No,Yes,Yes,Salton City,California,62,49-72,One Year,,Bank Withdrawal,24.8,1476.25,2498.01,5,53,5105,0,No,,,Normal
6352-GIGGQ,Male,19,No,No,No,Escondido,California,67,49-72,One Year,DSL,Bank Withdrawal,88.8,5903.15,8403.59,3,68,4081,0,No,,,Normal
3635-QQRQD,Male,19,No,No,No,Westmorland,California,62,49-72,Two Year,,Credit Card,20.05,1201.65,3289.81,4,74,4568,0,No,,,Normal
3082-YVEKW,Female,62,No,Yes,Yes,Yucca Valley,California,23,13-24,Two Year,DSL,Bank Withdrawal,77.15,1759.4,2518.86,3,33,2572,0,No,,,Normal
0191-EQUUH,Female,32,No,No,Yes,Landers,California,25,25-48,Two Year,Cable,Bank Withdrawal,35.05,844.45,844.45,4,69,2754,0,No,,,Normal
2926-JEJJC,Female,26,No,No,No,Angelus Oaks,California,8,0-12,One Year,,Bank Withdrawal,20.2,140.95,183.11,4,38,5066,0,No,,,Normal
4950-BDEUX,Male,47,No,No,No,Apple Valley,California,35,25-48,Month-to-Month,DSL,Bank Withdrawal,49.2,1701.65,1701.65,4,40,2782,0,No,,,Normal
5789-LDFXO,Male,60,No,No,No,Baker,California,24,13-24,One Year,,Bank Withdrawal,24.6,592.65,1728.5700000000002,3,79,5448,0,No,,,High Risk
2984-TBYKU,Male,38,No,Yes,Yes,Barstow,California,72,49-72,Two Year,Fiber Optic,Credit Card,104.9,7732.65,10052.49,4,25,6378,0,No,,,Normal
9822-WMWVG,Female,20,No,No,No,Grand Terrace,California,41,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,106.5,4282.4,5787.099999999999,4,75,4434,0,No,,,Normal
9040-KZVWO,Male,59,No,No,No,Big Bear Lake,California,26,25-48,One Year,Fiber Optic,Bank Withdrawal,75.5,2018.1,3048.48,4,43,5184,0,No,,,Normal
1548-ARAGG,Female,28,No,Yes,Yes,Cedar Glen,California,4,0-12,Month-to-Month,DSL,Credit Card,58.5,224.85,365.65,3,23,5605,0,No,,,Normal
6339-RZCBJ,Male,45,No,No,No,Colton,California,48,25-48,Two Year,DSL,Credit Card,78.9,3771.5,3943.82,4,47,4063,0,No,,,Normal
2522-AHJXR,Male,36,No,Yes,No,Death Valley,California,60,49-72,Month-to-Month,Fiber Optic,Bank Withdrawal,109.45,6572.85,6848.25,4,77,4350,0,No,,,Normal
0412-UCCNP,Male,20,No,No,No,Essex,California,55,49-72,Two Year,DSL,Bank Withdrawal,59.2,3175.85,3851.25,3,33,5162,0,No,,,Normal
4615-PIVVU,Female,33,No,No,No,Ludlow,California,42,25-48,Two Year,Cable,Credit Card,66.5,2762.75,4222.67,5,62,4668,0,No,,,Normal
9385-NXKDA,Female,53,No,Yes,No,Hesperia,California,72,49-72,Two Year,DSL,Credit Card,82.65,5919.35,7163.51,3,42,4324,0,No,,,Normal
0430-IHCDJ,Male,40,No,No,No,Highland,California,15,13-24,Month-to-Month,DSL,Bank Withdrawal,49.0,749.25,925.5,3,25,2597,0,No,,,Normal
6674-KVJHG,Female,50,No,No,No,Lake Arrowhead,California,11,0-12,One Year,,Bank Withdrawal,25.2,245.15,265.72,4,55,4998,0,No,,,Normal
1814-DKOLC,Female,63,No,No,No,Loma Linda,California,5,0-12,Month-to-Month,,Credit Card,25.45,134.75,161.8,3,24,4855,0,No,,,Normal
9351-HXDMR,Male,37,No,Yes,No,Lytle Creek,California,72,49-72,Two Year,Fiber Optic,Credit Card,110.9,8240.85,11564.37,3,67,4938,0,No,,,Normal
3537-HPKQT,Female,20,No,Yes,No,Mentone,California,55,49-72,Month-to-Month,Fiber Optic,Credit Card,77.75,4266.4,5556.15,3,46,4621,0,No,,,Normal
2129-ALKBS,Female,49,No,Yes,Yes,Needles,California,40,25-48,Month-to-Month,,Bank Withdrawal,26.2,1077.5,3046.3,3,37,2211,0,No,,,Normal
5821-MMEIL,Female,43,No,Yes,No,Nipton,California,57,49-72,Two Year,,Bank Withdrawal,19.9,1115.6,3672.62,5,48,4408,0,No,,,Normal
6968-URWQU,Male,50,No,Yes,No,Redlands,California,43,25-48,One Year,DSL,Credit Card,56.35,2391.15,2577.77,4,70,4928,0,No,,,Normal
4742-TXUEX,Female,24,No,Yes,Yes,Rialto,California,47,25-48,Two Year,,Bank Withdrawal,19.3,890.5,1010.82,4,43,5829,0,No,,,Normal
1335-MXCSE,Male,24,No,Yes,Yes,Shoshone,California,55,49-72,Two Year,DSL,Credit Card,55.25,3119.9,5683.450000000001,3,42,5821,0,No,,,Normal
8873-TMKGR,Male,40,No,No,No,Sugarloaf,California,29,25-48,One Year,,Credit Card,19.1,529.5,1965.58,4,38,5880,0,No,,,Normal
8800-JOOCF,Female,56,No,No,Yes,Fallbrook,California,12,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,84.05,966.55,1180.75,4,77,4621,0,No,,,Normal
1469-LBJQJ,Female,39,No,Yes,No,Victorville,California,66,49-72,Month-to-Month,Fiber Optic,Bank Withdrawal,105.2,6936.85,9724.03,4,20,4016,0,No,,,Normal
0064-YIJGF,Male,60,No,Yes,Yes,Yermo,California,27,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,75.75,1929.0,2611.02,3,46,4994,0,No,,,Normal
2386-OWURY,Female,20,No,No,No,Yucaipa,California,58,49-72,Month-to-Month,Fiber Optic,Bank Withdrawal,95.3,5817.7,7879.599999999999,4,68,6460,0,No,,,Normal
0310-VQXAM,Male,56,No,No,No,San Bernardino,California,9,0-12,Month-to-Month,,Credit Card,19.85,178.8,545.46,3,63,2788,0,No,,,Normal
